TaskID,ProjectID,ProjectName,ClientName,ClientCountry,ClientRegion,Industry,AssignedEmployeeID,TaskTitle,SkillDomain,ComplexityTier,PlannedHours,ActualHours,IsHoursOverrun,BillableHourlyRate_USD,TotalBilling_USD,TaskStatus,ClientSatisfactionRating,TaskStartDate,DeliveryDeadline,ActualCompletionDate,IsDeliveryDelayed
TSK-00542,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-11586,Penetration Testing & Remediation of API Endpoints (PRJ-903),Cybersecurity,Level 2 - Specialized,20,23.6,True,97.75,2306.9,Completed,4.5,2025-11-22,2025-12-02,2025-12-06,True
TSK-00543,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-14644,GraphQL Gateway Federation & Schema Stitching (PRJ-906),Software Engineering,Level 2 - Specialized,35,41.3,True,69.0,2849.7,Completed,5.0,2026-01-09,2026-01-21,2026-01-24,True
TSK-00544,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-15835,Design & Implement RESTful Payment Endpoints (PRJ-903),Software Engineering,Level 2 - Specialized,40,40.3,True,97.75,3910.0,Under Review,,2026-03-23,2026-04-06,,False
TSK-00545,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-13649,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-906),DevOps & SRE,Level 3 - Enterprise Architect,35,41.6,True,81.0,3369.6,Completed,4.5,2026-01-03,2026-01-15,2026-01-19,True
TSK-00546,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-16771,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-902),DevOps & SRE,Level 3 - Enterprise Architect,35,41.0,True,101.25,4151.25,Completed,5.0,2025-05-24,2025-06-07,2025-06-07,False
TSK-00547,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-10153,Mobile Flutter Biometric Authentication Module (PRJ-905),Software Engineering,Level 1 - Core,28,36.2,True,45.0,1629.0,Completed,5.0,2026-06-04,2026-06-18,2026-06-15,False
TSK-00548,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-14519,Real-time Kafka Event Streaming for Turnstiles (PRJ-907),Data & AI Engineering,Level 3 - Enterprise Architect,55,63.0,True,128.25,7053.75,In Progress,,2025-09-24,2025-10-13,,False
TSK-00549,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-16326,Penetration Testing & Remediation of API Endpoints (PRJ-908),Cybersecurity,Level 2 - Specialized,20,24.8,True,78.2,1939.36,Completed,5.0,2025-10-25,2025-11-02,2025-11-06,True
TSK-00550,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-16608,End-to-End Cypress Integration & Performance Suite (PRJ-902),Quality Engineering,Level 1 - Core,30,31.0,True,75.0,2325.0,Completed,5.0,2025-06-19,2025-07-02,2025-07-01,False
TSK-00551,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-15402,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-908),DevOps & SRE,Level 3 - Enterprise Architect,35,32.9,False,91.8,3213.0,In Progress,,2025-05-30,2025-06-14,,False
TSK-00552,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-12166,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-908),Cybersecurity,Level 2 - Specialized,25,21.8,False,78.2,1704.76,Completed,5.0,2026-01-14,2026-01-23,2026-01-20,False
TSK-00553,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-13725,AWS Terraform Infrastructure as Code Provisioning (PRJ-904),Cloud Architecture,Level 2 - Specialized,45,58.7,True,80.5,4725.35,Completed,4.5,2025-02-17,2025-03-02,2025-03-04,True
TSK-00554,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-16078,Mobile Flutter Biometric Authentication Module (PRJ-902),Software Engineering,Level 1 - Core,28,37.4,True,75.0,2805.0,Completed,5.0,2025-09-27,2025-10-10,2025-10-15,True
TSK-00555,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-16845,End-to-End Cypress Integration & Performance Suite (PRJ-903),Quality Engineering,Level 1 - Core,30,35.3,True,85.0,3000.5,Completed,4.5,2025-03-21,2025-04-03,2025-04-04,True
TSK-00556,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-12827,SOC2 Compliance Evidence Collection Automation (PRJ-907),Cybersecurity,Level 2 - Specialized,32,30.8,False,109.25,3364.9,Completed,4.0,2026-05-14,2026-05-27,2026-06-02,True
TSK-00557,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-14216,AWS Terraform Infrastructure as Code Provisioning (PRJ-901),Cloud Architecture,Level 2 - Specialized,45,58.1,True,74.75,4342.98,Completed,5.0,2025-10-15,2025-10-29,2025-10-28,False
TSK-00558,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-11887,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-903),DevOps & SRE,Level 3 - Enterprise Architect,35,36.1,True,114.75,4142.48,Completed,5.0,2026-03-01,2026-03-13,2026-03-11,False
TSK-00559,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-16827,Penetration Testing & Remediation of API Endpoints (PRJ-908),Cybersecurity,Level 2 - Specialized,20,21.8,True,78.2,1704.76,Completed,5.0,2026-02-25,2026-03-04,2026-03-04,False
TSK-00560,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-10322,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-901),DevOps & SRE,Level 3 - Enterprise Architect,35,39.8,True,87.75,3492.45,Completed,4.5,2025-05-31,2025-06-10,2025-06-09,False
TSK-00561,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-14910,SOC2 Compliance Evidence Collection Automation (PRJ-905),Cybersecurity,Level 2 - Specialized,32,30.1,False,51.75,1656.0,In Progress,,2026-08-01,2026-08-16,,False
TSK-00562,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-10703,SOC2 Compliance Evidence Collection Automation (PRJ-901),Cybersecurity,Level 2 - Specialized,32,38.7,True,74.75,2892.83,Completed,5.0,2025-08-10,2025-08-23,2025-08-29,True
TSK-00563,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-11170,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-908),DevOps & SRE,Level 1 - Core,18,19.6,True,68.0,1332.8,Completed,4.5,2025-07-06,2025-07-16,2025-07-21,True
TSK-00564,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-14839,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-905),DevOps & SRE,Level 3 - Enterprise Architect,35,42.4,True,60.75,2575.8,Completed,4.5,2025-03-12,2025-03-23,2025-03-26,True
TSK-00565,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-14132,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-907),DevOps & SRE,Level 3 - Enterprise Architect,35,31.6,False,128.25,4052.7,Completed,4.0,2026-03-06,2026-03-17,2026-03-23,True
TSK-00566,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-16422,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-902),DevOps & SRE,Level 3 - Enterprise Architect,35,38.1,True,101.25,3857.62,Completed,5.0,2026-06-29,2026-07-13,2026-07-11,False
TSK-00567,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14418,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-902),Data & AI Engineering,Level 3 - Enterprise Architect,70,82.6,True,101.25,7087.5,In Progress,,2025-01-02,2025-01-26,,False
TSK-00568,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-15716,AWS Terraform Infrastructure as Code Provisioning (PRJ-907),Cloud Architecture,Level 2 - Specialized,45,47.7,True,109.25,4916.25,Under Review,,2026-06-27,2026-07-13,,False
TSK-00569,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-16592,Real-time Kafka Event Streaming for Turnstiles (PRJ-904),Data & AI Engineering,Level 3 - Enterprise Architect,55,60.0,True,94.5,5670.0,Completed,5.0,2025-04-11,2025-04-29,2025-04-28,False
TSK-00570,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-10687,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-905),Data & AI Engineering,Level 3 - Enterprise Architect,70,86.3,True,60.75,4252.5,In Progress,,2025-10-18,2025-11-10,,False
TSK-00571,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-14735,PostgreSQL to Snowflake Lakehouse Replication (PRJ-907),Data & AI Engineering,Level 3 - Enterprise Architect,60,56.7,False,128.25,7271.78,Completed,4.0,2026-06-20,2026-07-07,2026-07-12,True
TSK-00572,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-12968,End-to-End Cypress Integration & Performance Suite (PRJ-901),Quality Engineering,Level 1 - Core,30,35.3,True,65.0,2294.5,Completed,5.0,2025-04-20,2025-04-30,2025-05-03,True
TSK-00573,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-12258,PostgreSQL to Snowflake Lakehouse Replication (PRJ-905),Data & AI Engineering,Level 3 - Enterprise Architect,60,76.6,True,60.75,4653.45,Completed,5.0,2026-02-11,2026-03-01,2026-03-04,True
TSK-00574,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-12513,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-908),DevOps & SRE,Level 3 - Enterprise Architect,35,36.2,True,91.8,3323.16,Completed,5.0,2025-12-19,2026-01-03,2026-01-06,True
TSK-00575,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-16416,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-903),DevOps & SRE,Level 1 - Core,18,23.1,True,85.0,1963.5,Completed,5.0,2025-06-15,2025-06-21,2025-06-21,False
TSK-00576,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-15791,Real-time Kafka Event Streaming for Turnstiles (PRJ-907),Data & AI Engineering,Level 3 - Enterprise Architect,55,56.1,True,128.25,7194.82,Completed,4.5,2025-02-23,2025-03-11,2025-03-14,True
TSK-00577,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-13567,Real-time Kafka Event Streaming for Turnstiles (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,55,49.3,False,87.75,4326.07,Completed,3.5,2025-04-01,2025-04-16,2025-04-17,True
TSK-00578,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-13283,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-904),Cybersecurity,Level 2 - Specialized,25,22.3,False,80.5,1795.15,Completed,5.0,2026-06-18,2026-06-28,2026-07-04,True
TSK-00579,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-11653,Real-time Kafka Event Streaming for Turnstiles (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,55,69.3,True,87.75,6081.07,Completed,4.5,2026-06-15,2026-07-02,2026-07-02,False
TSK-00580,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-11389,Real-time Kafka Event Streaming for Turnstiles (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,55,63.2,True,87.75,5545.8,Completed,5.0,2025-02-06,2025-02-23,2025-02-23,False
TSK-00581,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-15486,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-901),DevOps & SRE,Level 3 - Enterprise Architect,35,31.3,False,87.75,2746.58,Completed,5.0,2026-02-09,2026-02-22,2026-02-28,True
TSK-00582,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-14503,AWS Terraform Infrastructure as Code Provisioning (PRJ-904),Cloud Architecture,Level 2 - Specialized,45,38.6,False,80.5,3107.3,Completed,3.5,2025-10-19,2025-11-06,2025-11-11,True
TSK-00583,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-11594,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-906),Cybersecurity,Level 2 - Specialized,25,33.3,True,69.0,2297.7,Completed,4.5,2026-04-11,2026-04-22,2026-04-28,True
TSK-00584,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-14122,PostgreSQL to Snowflake Lakehouse Replication (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,60,56.3,False,87.75,4940.32,Completed,4.5,2025-10-29,2025-11-17,2025-11-15,False
TSK-00585,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-12050,SOC2 Compliance Evidence Collection Automation (PRJ-905),Cybersecurity,Level 2 - Specialized,32,35.8,True,51.75,1656.0,Under Review,,2026-03-30,2026-04-12,,False
TSK-00586,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-15584,Real-time Kafka Event Streaming for Turnstiles (PRJ-908),Data & AI Engineering,Level 3 - Enterprise Architect,55,53.4,False,91.8,4902.12,Completed,4.0,2026-04-17,2026-05-06,2026-05-03,False
TSK-00587,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-11806,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-908),Data & AI Engineering,Level 2 - Specialized,50,48.9,False,78.2,3823.98,Completed,4.0,2025-08-24,2025-09-09,2025-09-12,True
TSK-00588,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-12354,AWS Terraform Infrastructure as Code Provisioning (PRJ-906),Cloud Architecture,Level 2 - Specialized,45,50.3,True,69.0,3470.7,Completed,5.0,2025-04-06,2025-04-22,2025-04-24,True
TSK-00589,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14700,AWS Terraform Infrastructure as Code Provisioning (PRJ-902),Cloud Architecture,Level 2 - Specialized,45,59.2,True,86.25,5106.0,Completed,5.0,2025-10-03,2025-10-17,2025-10-17,False
TSK-00590,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-11694,Mobile Flutter Biometric Authentication Module (PRJ-908),Software Engineering,Level 1 - Core,28,26.6,False,68.0,1808.8,Completed,4.0,2025-08-23,2025-09-02,2025-09-02,False
TSK-00591,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-15435,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-906),DevOps & SRE,Level 3 - Enterprise Architect,35,43.4,True,81.0,3515.4,Completed,5.0,2026-05-20,2026-06-03,2026-05-31,False
TSK-00592,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-14707,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-901),DevOps & SRE,Level 1 - Core,18,19.6,True,65.0,1274.0,Completed,4.5,2025-10-09,2025-10-18,2025-10-17,False
TSK-00593,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-16548,End-to-End Cypress Integration & Performance Suite (PRJ-905),Quality Engineering,Level 1 - Core,30,28.8,False,45.0,1296.0,Completed,5.0,2026-03-10,2026-03-22,2026-03-27,True
TSK-00594,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-16357,AWS Terraform Infrastructure as Code Provisioning (PRJ-901),Cloud Architecture,Level 2 - Specialized,45,46.1,True,74.75,3363.75,Under Review,,2025-06-28,2025-07-14,,False
TSK-00595,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-15523,Mobile Flutter Biometric Authentication Module (PRJ-902),Software Engineering,Level 1 - Core,28,31.1,True,75.0,2332.5,Completed,5.0,2025-08-04,2025-08-16,2025-08-22,True
TSK-00596,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-11534,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-902),Cybersecurity,Level 2 - Specialized,25,25.8,True,86.25,2156.25,Under Review,,2026-07-16,2026-07-26,,False
TSK-00597,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-14086,PostgreSQL to Snowflake Lakehouse Replication (PRJ-904),Data & AI Engineering,Level 3 - Enterprise Architect,60,65.1,True,94.5,6151.95,Completed,5.0,2026-03-11,2026-03-29,2026-04-01,True
TSK-00598,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-11075,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-906),Cybersecurity,Level 2 - Specialized,25,31.9,True,69.0,2201.1,Completed,5.0,2025-08-23,2025-08-31,2025-09-01,True
TSK-00599,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-16051,AWS Terraform Infrastructure as Code Provisioning (PRJ-904),Cloud Architecture,Level 2 - Specialized,45,48.0,True,80.5,3864.0,Completed,5.0,2025-06-03,2025-06-19,2025-06-16,False
TSK-00600,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14236,End-to-End Cypress Integration & Performance Suite (PRJ-903),Quality Engineering,Level 1 - Core,30,33.0,True,85.0,2550.0,Scope Revision Requested,3.0,2026-07-01,2026-07-15,,False
TSK-00601,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-10391,Real-time Kafka Event Streaming for Turnstiles (PRJ-906),Data & AI Engineering,Level 3 - Enterprise Architect,55,60.1,True,81.0,4868.1,Completed,4.0,2026-02-12,2026-02-27,2026-02-26,False
TSK-00602,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-13686,Next.js 14 Responsive Executive Dashboard (PRJ-901),Software Engineering,Level 1 - Core,30,37.7,True,65.0,2450.5,Completed,4.5,2025-12-09,2025-12-20,2025-12-22,True
TSK-00603,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-12820,AWS Terraform Infrastructure as Code Provisioning (PRJ-906),Cloud Architecture,Level 2 - Specialized,45,50.8,True,69.0,3105.0,Under Review,,2025-01-21,2025-02-06,,False
TSK-00604,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14718,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-902),Cybersecurity,Level 2 - Specialized,25,32.1,True,86.25,2156.25,Scope Revision Requested,2.5,2026-07-06,2026-07-15,,False
TSK-00605,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-13662,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-905),Cybersecurity,Level 2 - Specialized,25,25.3,True,51.75,1309.28,Completed,4.0,2025-03-22,2025-04-02,2025-04-08,True
TSK-00606,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-16617,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-905),Data & AI Engineering,Level 3 - Enterprise Architect,70,81.6,True,60.75,4957.2,Completed,5.0,2025-12-12,2026-01-03,2026-01-09,True
TSK-00607,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-12569,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-907),DevOps & SRE,Level 1 - Core,18,23.5,True,95.0,2232.5,Completed,5.0,2025-11-21,2025-12-02,2025-12-03,True
